"","location","date","total_deaths_per_million","mask_category"
"43454","Albania",1384,1267.979,1
"43455","Germany",1384,2098.829,2
"43456","Romania",1384,3482.072,3
"43457","Czechia",1384,4087.864,1
"43458","Serbia",1384,2627.793,1
"43459","Bulgaria",1384,5670.341,2
"43460","Lithuania",1384,3536.653,3
"43461","Ukraine",1384,2768.594,2
"43462","Belgium",1384,2946.056,3
"43463","Italy",1384,3256.474,3
"43464","Austria",1384,2520.69,2
"43465","United Kingdom",1384,3436.404,2
"43466","France",1384,2599.316,3
"43467","Slovakia",1384,3750.717,3
"43468","Latvia",1384,3995.885,2
"43469","Denmark",1384,1500.104,1
"43470","Slovenia",1384,4473.444,2
"43471","Greece",1384,3635.446,3
"43472","Spain",1384,2562.143,3
"43473","Croatia",1384,4564.604,1
"43474","North Macedonia",1384,4753.999,2
"43475","Hungary",1384,4898.215,3
"43476","Finland",1384,1940.533,1
"43477","Bosnia and Herzegovina",1384,5059.795,1
"43478","Estonia",1384,2188.431,2
"43479","Poland",1384,3002.272,3
"43480","Belarus",1384,746.516,2
"43481","Switzerland",1384,1610.668,1
"43482","Ireland",1384,1851.443,3
"43483","Sweden",1384,2366.023,1
"43484","Netherlands",1384,1308.698,1
"43485","Norway",1384,1054.777,1
"43486","Portugal",1384,2690.525,3
"43487","Italy",1385,3256.965,3
"43488","Croatia",1385,4564.604,1
"43489","North Macedonia",1385,4753.999,2
"43490","Germany",1385,2098.829,2
"43491","Greece",1385,3635.446,3
"43492","Spain",1385,2562.143,3
"43493","Hungary",1385,4898.215,3
"43494","Slovakia",1385,3750.717,3
"43495","Finland",1385,1944.323,1
"43496","Romania",1385,3482.072,3
"43497","Denmark",1385,1500.104,1
"43498","Norway",1385,1054.777,1
"43499","Latvia",1385,3995.885,2
"43500","Belgium",1385,2946.056,3
"43501","Ukraine",1385,2768.594,2
"43502","Poland",1385,3002.348,3
"43503","Slovenia",1385,4473.444,2
"43504","Portugal",1385,2690.525,3
"43505","Netherlands",1385,1308.698,1
"43506","Bulgaria",1385,5670.341,2
"43507","Switzerland",1385,1610.668,1
"43508","Albania",1385,1267.979,1
"43509","Sweden",1385,2366.023,1
"43510","Ireland",1385,1851.642,3
"43511","Austria",1385,2520.69,2
"43512","United Kingdom",1385,3437.352,2
"43513","Belarus",1385,746.516,2
"43514","Lithuania",1385,3537.38,3
"43515","Bosnia and Herzegovina",1385,5059.795,1
"43516","Czechia",1385,4088.15,1
"43517","Estonia",1385,2188.431,2
"43518","Serbia",1385,2627.793,1
"43519","France",1385,2599.316,3
"43520","United Kingdom",1386,3438.241,2
"43521","Croatia",1386,4564.604,1
"43522","Portugal",1386,2694.42,3
"43523","North Macedonia",1386,4755.909,2
"43524","Latvia",1386,3999.127,2
"43525","Italy",1386,3257.457,3
"43526","Norway",1386,1054.777,1
"43527","Hungary",1386,4898.215,3
"43528","Germany",1386,2098.829,2
"43529","Romania",1386,3483.7,3
"43530","Ireland",1386,1852.24,3
"43531","Bosnia and Herzegovina",1386,5060.105,1
"43532","Lithuania",1386,3537.744,3
"43533","Poland",1386,3002.348,3
"43534","Bulgaria",1386,5672.701,2
"43535","Netherlands",1386,1308.698,1
"43536","Greece",1386,3640.453,3
"43537","Serbia",1386,2627.793,1
"43538","Denmark",1386,1500.104,1
"43539","Estonia",1386,2189.185,2
"43540","Slovenia",1386,4475.331,2
"43541","Albania",1386,1267.979,1
"43542","Slovakia",1386,3750.717,3
"43543","France",1386,2599.316,3
"43544","Belgium",1386,2946.056,3
"43545","Ukraine",1386,2768.594,2
"43546","Czechia",1386,4088.435,1
"43547","Austria",1386,2520.69,2
"43548","Finland",1386,1947.753,1
"43549","Belarus",1386,746.516,2
"43550","Sweden",1386,2366.023,1
"43551","Spain",1386,2562.143,3
"43552","Switzerland",1386,1610.668,1
"43553","Belarus",1387,746.516,2
"43554","Finland",1387,1949.016,1
"43555","Ukraine",1387,2768.594,2
"43556","France",1387,2599.316,3
"43557","Sweden",1387,2370.952,1
"43558","Italy",1387,3257.694,3
"43559","Slovenia",1387,4475.331,2
"43560","Bulgaria",1387,5672.701,2
"43561","Portugal",1387,2694.42,3
"43562","Romania",1387,3483.7,3
"43563","Greece",1387,3640.453,3
"43564","Ireland",1387,1852.439,3
"43565","Estonia",1387,2189.185,2
"43566","Poland",1387,3002.348,3
"43567","United Kingdom",1387,3438.241,2
"43568","Switzerland",1387,1611.126,1
"43569","Netherlands",1387,1308.698,1
"43570","Norway",1387,1054.777,1
"43571","Bosnia and Herzegovina",1387,5060.105,1
"43572","Spain",1387,2562.143,3
"43573","Hungary",1387,4899.118,3
"43574","Austria",1387,2520.69,2
"43575","Croatia",1387,4568.822,1
"43576","Lithuania",1387,3538.471,3
"43577","Slovakia",1387,3750.717,3
"43578","Albania",1387,1267.979,1
"43579","Czechia",1387,4088.435,1
"43580","North Macedonia",1387,4755.909,2
"43581","Denmark",1387,1500.104,1
"43582","Latvia",1387,3999.127,2
"43583","Serbia",1387,2627.793,1
"43584","Germany",1387,2098.829,2
"43585","Belgium",1387,2946.056,3
"43586","Bosnia and Herzegovina",1388,5060.105,1
"43587","Belgium",1388,2946.056,3
"43588","Norway",1388,1054.777,1
"43589","North Macedonia",1388,4755.909,2
"43590","Finland",1388,1950.279,1
"43591","Slovenia",1388,4475.331,2
"43592","Portugal",1388,2694.42,3
"43593","Greece",1388,3640.453,3
"43594","Netherlands",1388,1308.698,1
"43595","Serbia",1388,2627.793,1
"43596","Switzerland",1388,1611.126,1
"43597","Ireland",1388,1853.235,3
"43598","Austria",1388,2520.69,2
"43599","Estonia",1388,2189.185,2
"43600","Denmark",1388,1500.104,1
"43601","Bulgaria",1388,5672.701,2
"43602","Latvia",1388,3999.127,2
"43603","Czechia",1388,4088.817,1
"43604","Lithuania",1388,3538.834,3
"43605","Albania",1388,1267.979,1
"43606","Poland",1388,3002.348,3
"43607","France",1388,2599.316,3
"43608","Italy",1388,3258.1,3
"43609","Sweden",1388,2370.952,1
"43610","Romania",1388,3483.7,3
"43611","Croatia",1388,4568.822,1
"43612","Hungary",1388,4899.118,3
"43613","Slovakia",1388,3750.717,3
"43614","Spain",1388,2562.143,3
"43615","United Kingdom",1388,3438.241,2
"43616","Germany",1388,2098.829,2
"43617","Belarus",1388,746.516,2
"43618","Ukraine",1388,2768.594,2
"43619","Finland",1389,1951.362,1
"43620","Germany",1389,2098.829,2
"43621","Austria",1389,2520.69,2
"43622","Ireland",1389,1853.434,3
"43623","Slovakia",1389,3750.717,3
"43624","Romania",1389,3483.7,3
"43625","Switzerland",1389,1611.126,1
"43626","Bulgaria",1389,5672.701,2
"43627","Latvia",1389,3999.127,2
"43628","Sweden",1389,2370.952,1
"43629","Albania",1389,1267.979,1
"43630","Denmark",1389,1500.104,1
"43631","Hungary",1389,4899.118,3
"43632","France",1389,2599.316,3
"43633","Czechia",1389,4088.817,1
"43634","Norway",1389,1054.777,1
"43635","Croatia",1389,4568.822,1
"43636","Estonia",1389,2189.185,2
"43637","Belarus",1389,746.516,2
"43638","Poland",1389,3002.398,3
"43639","Bosnia and Herzegovina",1389,5060.105,1
"43640","Portugal",1389,2694.42,3
"43641","North Macedonia",1389,4755.909,2
"43642","United Kingdom",1389,3438.241,2
"43643","Slovenia",1389,4475.331,2
"43644","Belgium",1389,2946.056,3
"43645","Netherlands",1389,1308.698,1
"43646","Ukraine",1389,2768.594,2
"43647","Lithuania",1389,3539.198,3
"43648","Serbia",1389,2627.793,1
"43649","Greece",1389,3640.453,3
"43650","Spain",1389,2562.143,3
"43651","Italy",1389,3258.507,3
"43652","Netherlands",1390,1308.698,1
"43653","Switzerland",1390,1611.126,1
"43654","Serbia",1390,2627.793,1
"43655","Belarus",1390,746.516,2
"43656","Finland",1390,1954.43,1
"43657","North Macedonia",1390,4755.909,2
"43658","Spain",1390,2562.143,3
"43659","Bosnia and Herzegovina",1390,5060.105,1
"43660","Greece",1390,3640.453,3
"43661","Portugal",1390,2694.42,3
"43662","Bulgaria",1390,5672.701,2
"43663","Denmark",1390,1500.104,1
"43664","Ukraine",1390,2768.594,2
"43665","Slovakia",1390,3750.717,3
"43666","France",1390,2599.316,3
"43667","Czechia",1390,4089.007,1
"43668","Belgium",1390,2946.056,3
"43669","Norway",1390,1054.777,1
"43670","Poland",1390,3002.448,3
"43671","Slovenia",1390,4475.331,2
"43672","Lithuania",1390,3539.198,3
"43673","Italy",1390,3259.049,3
"43674","Croatia",1390,4568.822,1
"43675","Estonia",1390,2189.185,2
"43676","Latvia",1390,3999.127,2
"43677","Austria",1390,2520.69,2
"43678","Ireland",1390,1853.832,3
"43679","Germany",1390,2098.829,2
"43680","Hungary",1390,4899.118,3
"43681","Romania",1390,3483.7,3
"43682","Albania",1390,1267.979,1
"43683","United Kingdom",1390,3438.241,2
"43684","Sweden",1390,2370.952,1
"43685","Estonia",1391,2189.185,2
"43686","Croatia",1391,4568.822,1
"43687","Denmark",1391,1500.104,1
"43688","Spain",1391,2562.143,3
"43689","Ireland",1391,1854.031,3
"43690","Finland",1391,1955.513,1
"43691","Sweden",1391,2370.952,1
"43692","Norway",1391,1054.777,1
"43693","Hungary",1391,4899.118,3
"43694","Portugal",1391,2694.42,3
"43695","Czechia",1391,4089.579,1
"43696","Germany",1391,2098.829,2
"43697","Bulgaria",1391,5672.701,2
"43698","Slovenia",1391,4475.331,2
"43699","Lithuania",1391,3539.198,3
"43700","Greece",1391,3640.453,3
"43701","Austria",1391,2520.69,2
"43702","Romania",1391,3483.7,3
"43703","North Macedonia",1391,4755.909,2
"43704","Albania",1391,1267.979,1
"43705","France",1391,2599.316,3
"43706","Italy",1391,3259.557,3
"43707","Ukraine",1391,2768.594,2
"43708","Netherlands",1391,1308.698,1
"43709","Bosnia and Herzegovina",1391,5060.105,1
"43710","Slovakia",1391,3750.717,3
"43711","United Kingdom",1391,3438.241,2
"43712","Belarus",1391,746.516,2
"43713","Latvia",1391,3999.127,2
"43714","Switzerland",1391,1611.126,1
"43715","Serbia",1391,2627.793,1
"43716","Poland",1391,3002.649,3
"43717","Belgium",1391,2946.056,3
"43718","Sweden",1392,2370.952,1
"43719","Serbia",1392,2627.793,1
"43720","France",1392,2599.316,3
"43721","Bulgaria",1392,5672.701,2
"43722","Croatia",1392,4568.822,1
"43723","Estonia",1392,2189.185,2
"43724","Ukraine",1392,2768.594,2
"43725","Belgium",1392,2946.056,3
"43726","Denmark",1392,1500.104,1
"43727","Latvia",1392,3999.127,2
"43728","Italy",1392,3259.997,3
"43729","Slovakia",1392,3750.717,3
"43730","United Kingdom",1392,3438.241,2
"43731","Romania",1392,3483.7,3
"43732","Netherlands",1392,1308.698,1
"43733","Portugal",1392,2694.42,3
"43734","Belarus",1392,746.516,2
"43735","Spain",1392,2562.143,3
"43736","Finland",1392,1957.138,1
"43737","Switzerland",1392,1611.126,1
"43738","Bosnia and Herzegovina",1392,5060.105,1
"43739","Poland",1392,3002.874,3
"43740","Albania",1392,1267.979,1
"43741","Hungary",1392,4899.118,3
"43742","Germany",1392,2098.829,2
"43743","Austria",1392,2520.69,2
"43744","Ireland",1392,1854.23,3
"43745","North Macedonia",1392,4755.909,2
"43746","Norway",1392,1054.777,1
"43747","Slovenia",1392,4475.331,2
"43748","Lithuania",1392,3539.198,3
"43749","Czechia",1392,4089.579,1
"43750","Greece",1392,3640.453,3
"43751","Netherlands",1393,1308.698,1
"43752","Switzerland",1393,1611.126,1
"43753","Lithuania",1393,3539.562,3
"43754","United Kingdom",1393,3438.241,2
"43755","Estonia",1393,2191.448,2
"43756","Ireland",1393,1854.828,3
"43757","Bulgaria",1393,5675.944,2
"43758","Austria",1393,2520.69,2
"43759","Ukraine",1393,2768.594,2
"43760","Latvia",1393,4005.071,2
"43761","Denmark",1393,1500.104,1
"43762","Finland",1393,1958.401,1
"43763","Greece",1393,3646.519,3
"43764","Hungary",1393,4899.118,3
"43765","Slovenia",1393,4475.331,2
"43766","Portugal",1393,2697.146,3
"43767","Italy",1393,3260.285,3
"43768","Croatia",1393,4568.822,1
"43769","Albania",1393,1267.979,1
"43770","North Macedonia",1393,4756.387,2
"43771","Germany",1393,2098.829,2
"43772","Czechia",1393,4089.96,1
"43773","France",1393,2599.316,3
"43774","Spain",1393,2562.143,3
"43775","Norway",1393,1054.777,1
"43776","Romania",1393,3485.633,3
"43777","Poland",1393,3002.874,3
"43778","Sweden",1393,2370.952,1
"43779","Slovakia",1393,3750.717,3
"43780","Belarus",1393,746.516,2
"43781","Belgium",1393,2946.056,3
"43782","Serbia",1393,2627.793,1
"43783","Bosnia and Herzegovina",1393,5060.105,1
"43784","Poland",1394,3002.874,3
"43785","Austria",1394,2520.69,2
"43786","Greece",1394,3646.519,3
"43787","Switzerland",1394,1611.355,1
"43788","Croatia",1394,4568.822,1
"43789","North Macedonia",1394,4756.387,2
"43790","Czechia",1394,4090.151,1
"43791","Slovenia",1394,4475.331,2
"43792","Finland",1394,1959.123,1
"43793","Albania",1394,1267.979,1
"43794","Italy",1394,3260.387,3
"43795","Germany",1394,2098.829,2
"43796","France",1394,2599.316,3
"43797","Bulgaria",1394,5675.944,2
"43798","Ukraine",1394,2768.594,2
"43799","Slovakia",1394,3750.717,3
"43800","Romania",1394,3485.633,3
"43801","Latvia",1394,4005.071,2
"43802","Belgium",1394,2946.056,3
"43803","Lithuania",1394,3539.925,3
"43804","Portugal",1394,2697.146,3
"43805","Serbia",1394,2627.793,1
"43806","Sweden",1394,2379.199,1
"43807","Netherlands",1394,1308.698,1
"43808","Spain",1394,2562.143,3
"43809","Estonia",1394,2191.448,2
"43810","Norway",1394,1054.777,1
"43811","Denmark",1394,1500.104,1
"43812","Hungary",1394,4899.82,3
"43813","Bosnia and Herzegovina",1394,5060.105,1
"43814","Belarus",1394,746.516,2
"43815","Ireland",1394,1855.027,3
"43816","United Kingdom",1394,3438.241,2
"43817","Portugal",1395,2697.146,3
"43818","Slovenia",1395,4475.331,2
"43819","Hungary",1395,4899.82,3
"43820","Romania",1395,3485.633,3
"43821","Belarus",1395,746.516,2
"43822","Estonia",1395,2191.448,2
"43823","Ireland",1395,1855.226,3
"43824","Germany",1395,2098.829,2
"43825","United Kingdom",1395,3438.241,2
"43826","Slovakia",1395,3750.717,3
"43827","Bosnia and Herzegovina",1395,5060.723,1
"43828","Bulgaria",1395,5675.944,2
"43829","Ukraine",1395,2768.594,2
"43830","Serbia",1395,2627.793,1
"43831","Lithuania",1395,3539.925,3
"43832","Austria",1395,2520.69,2
"43833","Belgium",1395,2946.056,3
"43834","Poland",1395,3002.9,3
"43835","Italy",1395,3260.709,3
"43836","Switzerland",1395,1611.355,1
"43837","France",1395,2599.316,3
"43838","Croatia",1395,4574.776,1
"43839","Netherlands",1395,1308.698,1
"43840","North Macedonia",1395,4756.387,2
"43841","Norway",1395,1054.777,1
"43842","Sweden",1395,2379.199,1
"43843","Albania",1395,1267.979,1
"43844","Latvia",1395,4005.071,2
"43845","Greece",1395,3646.519,3
"43846","Spain",1395,2562.143,3
"43847","Denmark",1395,1500.104,1
"43848","Czechia",1395,4090.818,1
"43849","Finland",1395,1959.484,1
"43850","Denmark",1396,1500.104,1
"43851","Romania",1396,3485.633,3
"43852","North Macedonia",1396,4756.387,2
"43853","Serbia",1396,2627.793,1
"43854","France",1396,2599.316,3
"43855","Sweden",1396,2379.199,1
"43856","Estonia",1396,2191.448,2
"43857","Latvia",1396,4005.071,2
"43858","Ukraine",1396,2768.594,2
"43859","Bosnia and Herzegovina",1396,5060.723,1
"43860","Belarus",1396,746.516,2
"43861","Bulgaria",1396,5675.944,2
"43862","United Kingdom",1396,3438.241,2
"43863","Norway",1396,1054.777,1
"43864","Finland",1396,1959.484,1
"43865","Switzerland",1396,1611.355,1
"43866","Poland",1396,3002.95,3
"43867","Czechia",1396,4091.389,1
"43868","Austria",1396,2520.69,2
"43869","Croatia",1396,4574.776,1
"43870","Netherlands",1396,1308.698,1
"43871","Slovakia",1396,3750.717,3
"43872","Greece",1396,3646.519,3
"43873","Spain",1396,2562.143,3
"43874","Lithuania",1396,3539.925,3
"43875","Ireland",1396,1855.425,3
"43876","Slovenia",1396,4475.331,2
"43877","Hungary",1396,4899.82,3
"43878","Germany",1396,2098.829,2
"43879","Belgium",1396,2946.056,3
"43880","Italy",1396,3261.234,3
"43881","Albania",1396,1267.979,1
"43882","Portugal",1396,2697.146,3
"43883","Hungary",1397,4899.82,3
"43884","Ireland",1397,1855.425,3
"43885","Estonia",1397,2191.448,2
"43886","Finland",1397,1959.484,1
"43887","Czechia",1397,4091.771,1
"43888","Croatia",1397,4574.776,1
"43889","Greece",1397,3646.519,3
"43890","Germany",1397,2098.829,2
"43891","France",1397,2599.316,3
"43892","Denmark",1397,1500.104,1
"43893","Italy",1397,3261.556,3
"43894","North Macedonia",1397,4756.387,2
"43895","Switzerland",1397,1611.355,1
"43896","Belgium",1397,2946.056,3
"43897","Romania",1397,3485.633,3
"43898","Norway",1397,1054.777,1
"43899","Latvia",1397,4005.071,2
"43900","Serbia",1397,2627.793,1
"43901","Lithuania",1397,3540.289,3
"43902","Albania",1397,1267.979,1
"43903","Netherlands",1397,1308.698,1
"43904","Slovakia",1397,3750.717,3
"43905","Portugal",1397,2697.146,3
"43906","Ukraine",1397,2768.594,2
"43907","Bosnia and Herzegovina",1397,5060.723,1
"43908","Poland",1397,3002.95,3
"43909","Austria",1397,2520.69,2
"43910","Belarus",1397,746.516,2
"43911","Spain",1397,2562.143,3
"43912","Sweden",1397,2379.199,1
"43913","Bulgaria",1397,5675.944,2
"43914","Slovenia",1397,4475.331,2
"43915","United Kingdom",1397,3438.241,2
"43916","Poland",1398,3003,3
"43917","Hungary",1398,4899.82,3
"43918","Bosnia and Herzegovina",1398,5060.723,1
"43919","Ukraine",1398,2768.594,2
"43920","North Macedonia",1398,4756.387,2
"43921","Albania",1398,1267.979,1
"43922","Norway",1398,1054.777,1
"43923","Croatia",1398,4574.776,1
"43924","United Kingdom",1398,3438.241,2
"43925","Switzerland",1398,1611.355,1
"43926","Sweden",1398,2379.199,1
"43927","Spain",1398,2562.143,3
"43928","Belarus",1398,746.516,2
"43929","Finland",1398,1959.664,1
"43930","Czechia",1398,4092.247,1
"43931","Slovenia",1398,4475.331,2
"43932","Greece",1398,3646.519,3
"43933","Slovakia",1398,3750.717,3
"43934","Estonia",1398,2191.448,2
"43935","Serbia",1398,2627.793,1
"43936","Romania",1398,3485.633,3
"43937","Belgium",1398,2946.056,3
"43938","Portugal",1398,2697.146,3
"43939","Austria",1398,2520.69,2
"43940","France",1398,2599.316,3
"43941","Ireland",1398,1855.425,3
"43942","Germany",1398,2098.829,2
"43943","Netherlands",1398,1308.698,1
"43944","Denmark",1398,1500.104,1
"43945","Lithuania",1398,3540.289,3
"43946","Bulgaria",1398,5675.944,2
"43947","Latvia",1398,4005.071,2
"43948","Italy",1398,3262.233,3
"43949","Netherlands",1399,1308.698,1
"43950","Lithuania",1399,3540.289,3
"43951","Latvia",1399,4005.071,2
"43952","Belgium",1399,2946.056,3
"43953","Hungary",1399,4899.82,3
"43954","Ukraine",1399,2768.594,2
"43955","Germany",1399,2098.829,2
"43956","Ireland",1399,1855.624,3
"43957","Denmark",1399,1500.104,1
"43958","Portugal",1399,2697.146,3
"43959","United Kingdom",1399,3438.241,2
"43960","Austria",1399,2520.69,2
"43961","Albania",1399,1267.979,1
"43962","Norway",1399,1054.777,1
"43963","Sweden",1399,2379.199,1
"43964","Greece",1399,3646.519,3
"43965","Switzerland",1399,1611.355,1
"43966","Croatia",1399,4574.776,1
"43967","Bosnia and Herzegovina",1399,5060.723,1
"43968","Czechia",1399,4092.628,1
"43969","Poland",1399,3003.1,3
"43970","Romania",1399,3485.633,3
"43971","Slovenia",1399,4475.331,2
"43972","Slovakia",1399,3750.717,3
"43973","North Macedonia",1399,4756.387,2
"43974","Estonia",1399,2191.448,2
"43975","Belarus",1399,746.516,2
"43976","France",1399,2599.316,3
"43977","Finland",1399,1959.664,1
"43978","Serbia",1399,2627.793,1
"43979","Bulgaria",1399,5675.944,2
"43980","Spain",1399,2562.143,3
"43981","Italy",1399,3262.674,3
"43982","Greece",1400,3646.519,3
"43983","Spain",1400,2562.143,3
"43984","Switzerland",1400,1611.355,1
"43985","Croatia",1400,4574.776,1
"43986","Finland",1400,1960.206,1
"43987","Slovenia",1400,4475.331,2
"43988","Czechia",1400,4093.391,1
"43989","Italy",1400,3263.114,3
"43990","Albania",1400,1267.979,1
"43991","Romania",1400,3487.82,3
"43992","Portugal",1400,2697.146,3
"43993","Estonia",1400,2191.448,2
"43994","Germany",1400,2098.829,2
"43995","Slovakia",1400,3750.717,3
"43996","Belgium",1400,2946.056,3
"43997","Latvia",1400,4005.071,2
"43998","United Kingdom",1400,3438.241,2
"43999","France",1400,2599.316,3
"44000","Sweden",1400,2379.199,1
"44001","Serbia",1400,2627.793,1
"44002","Bulgaria",1400,5675.944,2
"44003","Belarus",1400,746.516,2
"44004","Austria",1400,2520.69,2
"44005","Ireland",1400,1855.624,3
"44006","Bosnia and Herzegovina",1400,5060.723,1
"44007","Lithuania",1400,3541.38,3
"44008","Netherlands",1400,1308.698,1
"44009","North Macedonia",1400,4756.387,2
"44010","Denmark",1400,1500.104,1
"44011","Hungary",1400,4899.82,3
"44012","Ukraine",1400,2768.594,2
"44013","Norway",1400,1054.777,1
"44014","Poland",1400,3003.1,3
"44015","Slovakia",1401,3750.717,3
"44016","North Macedonia",1401,4756.387,2
